customer_id,segment,region,avg_monthly_spend,payment_delay_days,customer_satisfaction,interaction_count,issue_resolution_time,debt_status,demand_cluster,churn_risk,debt_risk
3011,High-Value,Rural,860.6756291129211,6,2.052222149580323,41,29.581074548412655,Default,1,1,1
3012,High-Value,Rural,1753.7522256288337,115,7.933704730401459,12,24.615668229002114,Paid on Time,0,0,0
3013,Medium-Value,Rural,782.4074661327957,7,8.793693581507384,48,28.24789167550459,Paid on Time,1,0,0
3014,High-Value,Suburban,1240.4807625736596,71,9.502631112555337,19,18.24904257018695,Late Payment,1,0,0
3015,High-Value,Rural,324.30356379409875,86,6.980292666157524,47,12.822501286295362,Paid on Time,2,0,0
3016,Low-Value,Suburban,206.92247741135745,95,5.338134036030738,49,29.411012998340098,Default,2,0,1
3017,Medium-Value,Suburban,882.7885800351279,106,4.170529726352192,30,9.973341989857488,Late Payment,1,0,0
3018,Medium-Value,Rural,1199.9414119261633,110,5.418325845876977,15,22.965014088358778,Late Payment,1,0,0
3019,Low-Value,Urban,846.1283153819886,81,2.7131700552428217,3,17.188001779106038,Paid on Time,1,1,0
3020,High-Value,Urban,1197.6979633055998,37,4.135803830101837,49,7.626707219919496,Late Payment,1,0,0
3021,High-Value,Rural,1078.6603147263916,53,7.46137472351048,13,1.507015334847737,Default,1,0,1
3022,Medium-Value,Rural,1402.843735643544,75,2.9568067402079183,9,12.12915862461842,Paid on Time,0,1,0
3023,High-Value,Suburban,1334.1116190242408,14,3.376604221062985,13,16.88287639344195,Default,1,1,1
3024,Low-Value,Rural,906.0668360925022,91,7.743954301370638,16,6.312521627650532,Paid on Time,1,0,0
3025,Low-Value,Suburban,907.4909567977402,118,2.6005234224449874,14,13.022091689975573,Paid on Time,1,1,0
3026,Medium-Value,Rural,367.4788460232408,101,3.2129882782603993,8,18.840507989109838,Late Payment,2,1,0
3027,Low-Value,Urban,1075.1532869832724,49,1.157928065403853,19,21.73277066621261,Late Payment,1,1,0
3028,Low-Value,Urban,1215.6403434578237,55,7.480464395815961,32,2.5295333672895843,Late Payment,1,0,0
3029,Medium-Value,Rural,1005.3298549722698,94,6.561132090097905,35,20.261243832268462,Paid on Time,1,0,0
3030,Low-Value,Suburban,718.8439366652981,115,7.249469072603872,23,2.643351957453876,Late Payment,2,0,0
3031,Low-Value,Urban,1471.132234078298,8,2.9289498575798185,21,1.8173793654209698,Default,0,1,1
3032,Low-Value,Suburban,241.85712482592572,7,7.186387516550843,18,5.419948751404666,Late Payment,2,0,0
3033,High-Value,Rural,1837.4367025326899,109,6.36738955923931,48,19.955677659135397,Default,0,0,1
3034,Medium-Value,Rural,139.22253513700724,18,4.29510681299803,14,2.5318218436492437,Late Payment,2,0,0
3035,Medium-Value,Urban,1928.465253532728,50,4.940432304709642,16,1.60599015396165,Paid on Time,0,0,0
3036,Medium-Value,Rural,978.4756417758587,71,6.111284529460673,24,4.420825829079063,Late Payment,1,0,0
3037,High-Value,Urban,884.0728936067283,97,5.43962958478801,49,28.54190873060656,Default,1,0,1
3038,High-Value,Suburban,587.2436331800575,56,6.77645259372434,32,27.31105474788928,Default,2,0,1
3039,Medium-Value,Urban,119.13515618133802,67,2.6288161984539564,11,3.507513277889967,Late Payment,2,1,0
3040,High-Value,Urban,622.1015024014196,30,5.866389594245772,45,9.816382321980328,Default,2,0,1
3041,Medium-Value,Suburban,307.8598583746345,101,5.052515345780867,11,28.471480732370733,Paid on Time,2,0,0
3042,High-Value,Urban,1353.65960111745,2,5.149184446125984,4,3.832942530238535,Late Payment,1,0,0
3043,Low-Value,Urban,706.2424474093798,98,5.224438455243358,26,3.7432834774499932,Default,2,0,1
3044,Low-Value,Rural,1557.640723966957,82,8.933247674400855,46,3.4941130343071394,Late Payment,0,0,0
3045,Medium-Value,Suburban,493.1407559576222,42,8.36764697022954,5,29.3178109338616,Late Payment,2,0,0
3046,High-Value,Urban,1810.4462291210082,28,6.666129650534831,36,22.550146885190543,Late Payment,0,0,0
3047,High-Value,Suburban,1093.6648787010818,9,7.448382420421319,33,7.220046653419654,Late Payment,1,0,0
3048,Low-Value,Suburban,317.5617732910647,11,1.3852237246129597,14,2.3324705775985857,Late Payment,2,1,0
3049,Low-Value,Urban,861.6059477416101,45,7.6959254744170185,32,28.992003758434468,Paid on Time,1,0,0
3050,High-Value,Rural,492.84499573254715,29,5.375482196082838,7,13.339182211031044,Late Payment,2,0,0
3051,High-Value,Suburban,479.4023097195405,93,3.8597280809331482,10,18.352886260554264,Paid on Time,2,1,0
3052,High-Value,Urban,1062.102501539197,81,2.2579926934432866,2,9.096690771445637,Late Payment,1,1,0
3053,High-Value,Suburban,1376.594829709108,87,1.6768791131679261,10,22.992449346437045,Default,0,1,1
3054,High-Value,Rural,1832.0745904565135,31,1.4039711694705082,35,6.707268030926477,Late Payment,0,1,0
3055,High-Value,Rural,1054.1078204509415,72,2.456165574012167,21,23.820446067889918,Late Payment,1,1,0
3056,Medium-Value,Rural,1935.0936726108273,46,1.2712941531796749,40,7.687488256716006,Default,0,1,1
3057,High-Value,Urban,1889.1062189394006,87,7.593780181982689,42,3.839454544840161,Paid on Time,0,0,0
3058,Low-Value,Urban,1743.6188069702848,62,3.2375270711956574,8,14.885854081393305,Paid on Time,0,1,0
3059,Medium-Value,Rural,1049.9568034285953,25,4.318663842388082,46,24.583287399973873,Paid on Time,1,0,0
3060,High-Value,Urban,367.71749300716874,2,8.404445924342946,18,12.161076197402908,Paid on Time,2,0,0
3061,Low-Value,Rural,514.0184926492313,22,2.031917468721316,9,1.8373358694091215,Default,2,1,1
3062,Medium-Value,Urban,1330.5730051527537,74,8.520346272125915,41,17.045981656649648,Paid on Time,1,0,0
3063,Low-Value,Rural,901.3344625399726,73,6.755863154952593,30,20.7336702787823,Paid on Time,1,0,0
3064,High-Value,Suburban,378.92310033259315,49,4.078265631441427,4,22.480153414744198,Paid on Time,2,0,0
3065,High-Value,Rural,1010.0884739146898,35,2.0602649176091585,35,12.655823674969236,Paid on Time,1,1,0
3066,High-Value,Rural,133.11803645388727,12,1.8234342760682123,14,3.8135693132796162,Paid on Time,2,1,0
3067,High-Value,Urban,1494.4012047092272,28,4.019629114713886,14,17.945466599438205,Late Payment,0,0,0
3068,Medium-Value,Urban,239.80445953041263,37,2.2630777544624125,48,10.556888671907272,Late Payment,2,1,0
3069,Medium-Value,Urban,1295.3158778330262,116,3.409392668277473,37,28.459736985970736,Paid on Time,1,1,0
3070,Low-Value,Urban,1606.719584488639,76,1.4766022040619209,20,15.578651133778504,Default,0,1,1
3071,High-Value,Urban,352.02336146253447,89,6.35507579527029,29,14.69571535717038,Default,2,0,1
3072,Low-Value,Urban,1085.4135122654238,83,2.3074850525842403,23,9.967076437232347,Late Payment,1,1,0
3073,Medium-Value,Suburban,1580.2282772829924,4,7.810590818130644,47,10.82480865612289,Default,0,0,1
3074,High-Value,Rural,595.2035640383026,19,2.963574786501749,21,15.86988873831745,Late Payment,2,1,0
3075,High-Value,Rural,409.5415267030763,77,8.181789214043672,31,9.893279064134848,Paid on Time,2,0,0
3076,Medium-Value,Rural,739.9563108381681,108,2.7089378760328096,32,26.876841646683953,Paid on Time,1,1,0
3077,Medium-Value,Suburban,1153.9284355083,13,7.492299073311687,41,13.731520040444153,Default,1,0,1
3078,Medium-Value,Rural,1193.031230224025,7,3.997672116626776,7,9.468640436377704,Default,1,1,1
3079,Medium-Value,Suburban,348.6650335696053,47,6.248079954001075,13,5.506450172693332,Default,2,0,1
3080,Medium-Value,Suburban,969.3808105805462,12,1.3479563288956458,23,20.498171062710384,Paid on Time,1,1,0
3081,High-Value,Suburban,609.736171525027,23,5.457199909188317,8,1.7478213552819377,Paid on Time,2,0,0
3082,Medium-Value,Rural,1699.8460143234065,78,2.338191052318569,12,14.04987782792827,Default,0,1,1
3083,High-Value,Suburban,695.7927509216585,114,5.3768820452412385,36,16.953532790649493,Default,2,0,1
3084,High-Value,Rural,1693.5385966143333,64,2.272232177975347,16,10.853753715529617,Default,0,1,1
3085,Medium-Value,Rural,914.272763943405,85,4.9338020812543375,26,22.744714670975167,Default,1,0,1
3086,Medium-Value,Urban,1480.5129550702613,33,1.9955873820905952,29,20.594154408300227,Late Payment,0,1,0
3087,High-Value,Urban,1069.114434233873,113,2.979563659608662,29,29.17057063952889,Default,1,1,1
3088,Medium-Value,Suburban,1281.7289858488552,50,6.3557104195346925,6,15.754237179400777,Default,1,0,1
3089,Medium-Value,Suburban,851.177370636628,103,9.78994573489128,37,16.596558574252107,Late Payment,1,0,0
3090,Medium-Value,Rural,1559.5928588342324,2,5.042662915527748,33,8.129340256620843,Late Payment,0,0,0
3091,Low-Value,Suburban,907.8598287899508,118,7.184563233485522,31,12.179032831190895,Late Payment,1,0,0
3092,High-Value,Suburban,969.1771285130616,89,5.854822039399377,46,1.7789571435908151,Late Payment,1,0,0
3093,Low-Value,Rural,1083.5894696388186,77,5.48522140864994,41,20.988968869332997,Default,1,0,1
3094,Medium-Value,Suburban,1680.4658249333686,57,1.5823377715586606,18,10.03706119082266,Paid on Time,0,1,0
3095,Low-Value,Suburban,1352.8199643427831,104,2.298676620477515,38,16.67064328033424,Paid on Time,1,1,0
3096,Medium-Value,Rural,763.4047344749246,71,8.947519563093106,47,8.394779495917522,Paid on Time,1,0,0
3097,Low-Value,Rural,1373.6073045649314,112,4.69147883537623,31,19.010049809850102,Paid on Time,0,0,0
3098,Medium-Value,Urban,1320.610488716297,54,6.528992289263119,16,13.979892295667288,Paid on Time,1,0,0
3099,Low-Value,Rural,1868.9366241714383,118,5.7540990944346255,40,14.97395891920253,Paid on Time,0,0,0
3100,Low-Value,Urban,1698.691228448165,119,4.409941415961113,37,28.33560705464446,Late Payment,0,0,0
3101,Low-Value,Suburban,1330.1491551273714,79,4.49034888349838,14,21.478649370591942,Late Payment,1,0,0
3102,High-Value,Rural,748.8635102996828,41,5.999185053178055,39,8.595092332402146,Paid on Time,1,0,0
3103,Low-Value,Rural,1581.195252836412,20,2.2702762132816927,4,15.613732714501337,Default,0,1,1
3104,High-Value,Rural,1192.8957568193218,9,4.485331362289906,30,14.533511752507371,Default,1,0,1
3105,Medium-Value,Suburban,1972.012977391713,56,5.022780124624652,33,24.05652559947255,Paid on Time,0,0,0
3106,Low-Value,Urban,570.2616442826277,24,9.866136013085118,36,25.167298308789874,Default,2,0,1
3107,Medium-Value,Suburban,251.3460977686852,55,4.16309292357146,30,9.219841859510037,Late Payment,2,0,0
3108,Medium-Value,Suburban,232.7944425871006,37,6.8012100629278205,14,24.813392163280852,Late Payment,2,0,0
3109,Low-Value,Rural,1316.0577378681926,85,2.2367394984382134,23,6.205540753439042,Default,1,1,1
3110,High-Value,Urban,1884.5944349318952,112,1.589332436471972,48,23.120346081593166,Paid on Time,0,1,0
3111,Low-Value,Suburban,103.67063715385986,60,8.843878126011074,28,8.214751770239461,Late Payment,2,0,0
3112,Medium-Value,Rural,1478.964989219777,111,7.576614121651178,7,9.64000356498558,Default,0,0,1
3113,Medium-Value,Suburban,1348.4238468125964,46,3.8574935883511214,42,25.721567365480823,Default,1,1,1
3114,Low-Value,Suburban,1491.377965216985,53,5.5412020260750605,10,13.182171086632613,Late Payment,0,0,0
3115,High-Value,Rural,775.2702728484376,45,2.221697660066547,4,29.726408920832586,Late Payment,1,1,0
3116,High-Value,Rural,1658.9432448499247,67,7.364442645827742,44,5.406347867315793,Paid on Time,0,0,0
3117,Medium-Value,Urban,184.9431696958377,3,1.6329753287869506,38,14.43712210315082,Default,2,1,1
3118,Medium-Value,Suburban,1535.3190911818524,93,7.813297512470817,13,22.24105959635915,Paid on Time,0,0,0
3119,High-Value,Rural,607.4366885632667,65,5.92152859242988,21,1.155644681376716,Late Payment,2,0,0
3120,Low-Value,Rural,1005.991772230336,92,3.509654770780883,33,5.4038030675975035,Default,1,1,1
3121,Medium-Value,Urban,1663.008915958719,42,8.76316918655311,40,1.5903457329184292,Late Payment,0,0,0
3122,High-Value,Urban,615.5821668631603,61,9.87464683304969,28,29.793458096099858,Late Payment,2,0,0
3123,Medium-Value,Rural,451.8942721233976,99,3.289141910778742,23,23.058115210222645,Late Payment,2,1,0
3124,Low-Value,Urban,1394.49505216098,84,8.256215346273393,32,11.833213834651406,Paid on Time,0,0,0
3125,High-Value,Rural,1113.4502938629284,84,7.7514968473881165,48,5.532263106206496,Late Payment,1,0,0
3126,Medium-Value,Suburban,1077.3673506177506,111,7.7247110899510245,5,3.6211140413000695,Paid on Time,1,0,0
3127,Low-Value,Urban,587.862079522035,84,9.615120503356245,26,16.425308815976443,Late Payment,2,0,0
3128,Medium-Value,Suburban,166.27258105805254,3,5.379553830717931,39,29.300848227776765,Late Payment,2,0,0
3129,Low-Value,Suburban,879.511362830262,64,7.067512365009892,26,20.563717395075155,Default,1,0,1
3130,Low-Value,Suburban,302.4630128887592,61,8.414896272632237,3,11.589012679503155,Late Payment,2,0,0
3131,High-Value,Rural,1821.3793862334842,89,5.315828005387237,24,15.524678223887161,Default,0,0,1
3132,Low-Value,Suburban,178.375614596288,119,5.332880825308053,34,29.968197670244106,Default,2,0,1
3133,Medium-Value,Suburban,920.1366229503247,114,3.867892786606162,34,16.04422063764906,Paid on Time,1,1,0
3134,Low-Value,Suburban,199.26660903157295,1,8.027431415444207,20,28.961843087514318,Default,2,0,1
3135,Low-Value,Rural,281.533361673056,8,7.175762017170009,30,1.474489845716954,Default,2,0,1
3136,High-Value,Suburban,1351.8466671518418,118,5.0602590955094495,42,21.907930718791004,Late Payment,1,0,0
3137,Low-Value,Suburban,1329.5113958507795,56,4.77402991658863,20,19.18768202718038,Late Payment,1,0,0
3138,Low-Value,Urban,162.79917027093558,44,1.6533067885220678,41,20.87456589526233,Paid on Time,2,1,0
3139,Medium-Value,Rural,102.14980272965337,17,1.0585103214557396,18,17.54644558846613,Default,2,1,1
3140,High-Value,Suburban,249.7543467612896,111,5.76004569878659,38,2.2811265110080194,Default,2,0,1
3141,High-Value,Urban,1549.6979056526902,47,4.757435671164395,20,5.337354129262951,Paid on Time,0,0,0
3142,High-Value,Rural,1210.6952982278635,41,8.164330839115879,6,27.745286839721224,Late Payment,1,0,0
3143,Low-Value,Rural,172.42466585813406,40,5.883886506764093,42,7.7548252426463815,Default,2,0,1
3144,High-Value,Rural,1027.384330158372,74,9.43035439044003,25,29.79518081048131,Paid on Time,1,0,0
3145,Low-Value,Rural,1452.8557784034576,88,2.765267189748987,41,20.708066047443893,Late Payment,0,1,0
3146,Low-Value,Rural,1751.0076497415318,89,9.911353063465357,41,13.886280213659353,Paid on Time,0,0,0
3147,Medium-Value,Rural,1874.66933225212,57,3.681272748808957,3,27.681416836645163,Paid on Time,0,1,0
3148,Medium-Value,Suburban,722.1370696127267,99,6.781815762159754,44,24.05459949890621,Default,2,0,1
3149,Medium-Value,Suburban,358.08161398520485,41,5.516683422549862,43,13.43998730796216,Late Payment,2,0,0
3150,Medium-Value,Suburban,550.1592493897501,34,4.236187611243245,46,2.9891961957533257,Default,2,0,1
3151,Medium-Value,Suburban,1574.725834876425,37,2.2537826493890196,19,26.180832661500524,Default,0,1,1
3152,Low-Value,Urban,1945.8200085803903,66,2.213507363069905,10,23.186158009391892,Late Payment,0,1,0
3153,Low-Value,Suburban,986.147872984723,40,7.403552446403758,5,23.931310281430726,Late Payment,1,0,0
3154,High-Value,Rural,680.1711057408006,98,4.398772446786802,22,22.60090324904111,Late Payment,2,0,0
3155,Low-Value,Suburban,915.4621057240655,49,9.651681767196484,9,8.996880191964404,Default,1,0,1
3156,Low-Value,Suburban,679.1449748257517,103,3.9308363785570424,33,25.90652587041079,Late Payment,2,1,0
3157,Medium-Value,Rural,587.3262940935931,85,9.851713495731666,15,1.0647440411791538,Late Payment,2,0,0
3158,Low-Value,Suburban,1228.1264295736412,71,2.8488093093573648,24,7.881012073128827,Late Payment,1,1,0
3159,Medium-Value,Suburban,129.89836270973436,78,1.925329476079482,30,2.350228365901675,Paid on Time,2,1,0
3160,High-Value,Suburban,593.1492724634775,44,3.813127601706614,36,4.20729724339984,Late Payment,2,1,0
3161,High-Value,Urban,1356.6259479054793,70,8.9702631048573,39,16.438994988007657,Default,1,0,1
3162,Low-Value,Suburban,160.91912298292954,18,5.696667500457562,6,2.080429508289998,Paid on Time,2,0,0
3163,High-Value,Rural,258.0834513669765,103,2.2208509534348724,15,6.260050383311007,Default,2,1,1
3164,Low-Value,Rural,657.4526750929911,105,2.8224914464368553,38,7.749464274334004,Paid on Time,2,1,0
3165,High-Value,Suburban,1767.8291173570713,16,3.8013459593460697,39,20.004825348979427,Late Payment,0,1,0
3166,Medium-Value,Suburban,1553.2837043140628,64,6.31150064031437,22,14.595795208998723,Paid on Time,0,0,0
3167,Medium-Value,Suburban,142.0975958908627,108,3.991410458898586,3,14.293963168608292,Default,2,1,1
3168,Medium-Value,Rural,1053.2543517081344,92,7.723486738803945,29,23.28454407347111,Paid on Time,1,0,0
3169,Medium-Value,Rural,621.9062385760918,76,6.546642005667669,29,14.24492095015572,Late Payment,2,0,0
3170,Low-Value,Urban,1332.4267522179196,55,8.86441363618006,31,11.106173544623344,Late Payment,1,0,0
3171,High-Value,Urban,1470.9523769275763,111,5.508656437234278,45,28.911080322525653,Default,0,0,1
3172,Low-Value,Urban,1739.4388965456367,92,3.98058772690961,2,1.240505973697853,Paid on Time,0,1,0
3173,Medium-Value,Rural,1003.290850497627,40,9.966444110228837,35,9.856397002186132,Default,1,0,1
3174,Low-Value,Urban,1989.4551682366105,41,4.200699896266202,45,18.672388775011967,Default,0,0,1
3175,High-Value,Suburban,1961.9736038455078,5,4.857423758024608,9,23.701467845531354,Default,0,0,1
3176,Low-Value,Suburban,1776.116776494963,68,8.282145028222795,22,24.675975687998363,Late Payment,0,0,0
3177,High-Value,Rural,1192.2520408003345,97,1.7977261050378335,19,2.3361208238000017,Paid on Time,1,1,0
3178,Low-Value,Urban,856.2122312572486,74,4.478410954526632,37,21.564829611170047,Late Payment,1,0,0
3179,High-Value,Suburban,792.3339892655914,72,1.7713908409445556,10,21.887355660682694,Late Payment,1,1,0
3180,High-Value,Rural,123.03702516671518,101,2.253752800054821,46,7.208303222231776,Late Payment,2,1,0
3181,Medium-Value,Urban,573.4315447604963,39,1.0417674294820625,21,4.270475825632669,Paid on Time,2,1,0
3182,High-Value,Suburban,1465.7356464034126,40,1.085898633241377,17,22.74089857316376,Late Payment,0,1,0
3183,Medium-Value,Urban,1246.9009897968265,8,4.422591005525668,3,8.235500180881065,Late Payment,1,0,0
3184,Medium-Value,Rural,1841.2021594183138,7,8.282474244529986,7,1.0485403184266398,Late Payment,0,0,0
3185,Medium-Value,Urban,195.04230714145996,43,6.283039245325238,41,7.48360550372897,Paid on Time,2,0,0
3186,Low-Value,Rural,395.0255460369282,57,6.71422639723879,37,1.900972255673064,Paid on Time,2,0,0
3187,Low-Value,Urban,1599.5631997690473,103,5.673243138263978,36,8.22641391412973,Default,0,0,1
3188,Low-Value,Suburban,781.1644992711342,66,8.378138297535028,3,10.715567887622807,Late Payment,1,0,0
3189,Low-Value,Rural,324.85613406396806,12,8.92340852667557,13,8.870604626600592,Late Payment,2,0,0
3190,High-Value,Rural,1993.2559596901694,18,8.647666553308378,41,27.67817494819809,Paid on Time,0,0,0
3191,High-Value,Rural,1595.7755750717895,97,8.309188952227352,30,7.743455474173254,Paid on Time,0,0,0
3192,Low-Value,Urban,876.6079698404329,95,2.6444176620695545,23,14.55850986056494,Late Payment,1,1,0
3193,High-Value,Urban,1664.3602061976665,48,6.34488602828699,7,28.76540022147736,Default,0,0,1
3194,High-Value,Suburban,1393.1473532263913,79,6.2394687648853315,30,26.49678524973644,Default,0,0,1
3195,Medium-Value,Rural,1600.9520431826834,99,5.7514960337287695,29,9.968495761450079,Late Payment,0,0,0
3196,Medium-Value,Rural,1648.8921173747347,81,5.327315103670894,8,10.468218553766594,Default,0,0,1
3197,Medium-Value,Urban,260.984498251604,77,1.8025342946774514,10,18.206552672774045,Default,2,1,1
3198,Medium-Value,Urban,1283.6484866073818,29,1.9194691051559976,33,27.618022671872666,Late Payment,1,1,0
3199,High-Value,Suburban,112.89255065597243,65,9.120534133965611,20,1.2899940682182962,Default,2,0,1
3200,Low-Value,Suburban,182.56686797222417,76,6.671677952090787,29,12.400473973370255,Paid on Time,2,0,0
3201,High-Value,Urban,1817.5620172060976,90,3.3608549304820574,29,25.643489104504493,Late Payment,0,1,0
3202,High-Value,Rural,1102.3710705779304,58,3.513703502921106,21,12.903629373216502,Paid on Time,1,1,0
3203,High-Value,Suburban,1498.2137731501973,52,6.491753484837671,1,21.881591381378236,Late Payment,0,0,0
3204,Medium-Value,Urban,1693.1518818419772,51,4.662414771720959,34,21.065822169953865,Paid on Time,0,0,0
3205,Medium-Value,Urban,1904.2148583727117,80,4.971917538865851,44,6.958302579280651,Default,0,0,1
3206,Medium-Value,Rural,1751.7704110533123,30,1.5458499148007712,32,14.038240626642514,Paid on Time,0,1,0
3207,Low-Value,Urban,1018.2917525248585,14,2.248652683987703,45,17.419414671567488,Paid on Time,1,1,0
3208,High-Value,Urban,738.3435840229718,19,4.540153839072963,14,21.748425122078604,Paid on Time,1,0,0
3209,Low-Value,Suburban,393.53714879147253,4,7.297177779412916,37,24.849299315677474,Paid on Time,2,0,0
3210,Medium-Value,Urban,860.6108167258319,6,1.4322284883992182,35,23.038063123915308,Paid on Time,1,1,0
3211,Low-Value,Urban,796.3378004062105,17,4.011020135479749,24,1.8210325541716745,Late Payment,1,0,0
3212,High-Value,Suburban,1163.1921997161594,55,7.255647567410643,49,20.448497406448297,Paid on Time,1,0,0
3213,High-Value,Rural,1364.4678766387055,74,8.128457114052623,1,15.422148451814522,Paid on Time,0,0,0
3214,Medium-Value,Rural,1958.8184052455902,95,2.71198633685782,46,17.641990339754017,Late Payment,0,1,0
3215,Medium-Value,Suburban,1483.9337535913917,113,7.583384187041115,6,11.81602016963043,Late Payment,0,0,0
3216,Low-Value,Suburban,1323.1222116415543,90,9.598705246711265,49,21.706760223020257,Default,1,0,1
3217,Medium-Value,Rural,736.6756251098509,89,9.161309350868034,4,20.542766851454864,Paid on Time,1,0,0
3218,Medium-Value,Rural,165.55736534681938,100,8.104384696397581,38,17.8051079622346,Paid on Time,2,0,0
3219,High-Value,Rural,647.4377448239144,44,7.410940174372044,1,25.986560445090124,Default,2,0,1
3220,Medium-Value,Rural,1560.0510108732738,27,3.1162447721779327,41,3.955100721857543,Paid on Time,0,1,0
3221,Medium-Value,Rural,490.01668752722327,49,6.70512904343301,31,9.729675001688227,Default,2,0,1
3222,High-Value,Suburban,1453.1575679808175,1,6.7894659442926635,36,15.358782040882009,Late Payment,0,0,0
3223,High-Value,Urban,1201.5817008818901,83,4.6613919888341915,9,28.799539527686527,Paid on Time,1,0,0
3224,Low-Value,Rural,426.52805252588325,67,5.437139155308438,41,3.0869382021727567,Paid on Time,2,0,0
3225,Medium-Value,Rural,597.087131954477,76,7.246256393572361,45,10.775247209560277,Late Payment,2,0,0
3226,High-Value,Urban,1042.9768466243054,23,9.5689138213938,23,27.850826058052547,Paid on Time,1,0,0
3227,Low-Value,Urban,894.9119397049102,111,3.6577558759692845,31,27.040479456025736,Late Payment,1,1,0
3228,Low-Value,Urban,1579.2713103388433,101,3.217268367616956,29,26.092121550520467,Late Payment,0,1,0
3229,Medium-Value,Urban,1495.3688208321694,103,6.416262030689845,49,9.943323224040133,Default,0,0,1
3230,Medium-Value,Urban,1191.6915565987324,47,2.177192002972239,21,25.55823761277916,Late Payment,1,1,0
3231,Low-Value,Urban,1662.3219517985578,44,6.242795474390325,3,15.654842944981642,Default,0,0,1
3232,High-Value,Suburban,1169.0721273001864,118,1.7996633656428773,26,18.97358647722851,Late Payment,1,1,0
3233,Low-Value,Urban,1932.3395876487943,92,5.415254916440579,6,7.925922258365204,Default,0,0,1
3234,Medium-Value,Urban,512.7257883870548,57,6.583729372421803,20,21.493542778653932,Default,2,0,1
3235,High-Value,Suburban,1456.8507878440903,35,1.6309867534555766,47,10.503216023413538,Default,0,1,1
3236,High-Value,Urban,802.8938509034891,1,2.8625783675376635,46,10.972532357498894,Default,1,1,1
3237,Low-Value,Rural,630.0357693983684,104,4.0183685639157245,13,19.467698106713687,Paid on Time,2,0,0
3238,Medium-Value,Rural,442.7362043386545,17,4.3173882566754305,41,7.955125743048056,Late Payment,2,0,0
3239,Low-Value,Urban,1149.7566048969334,48,7.084941789287425,23,7.508722974128681,Late Payment,1,0,0
3240,Low-Value,Suburban,509.3919222235014,7,5.761192065035717,15,11.705725335286248,Late Payment,2,0,0
3241,Low-Value,Rural,480.6666177519713,57,4.438976232747942,46,23.563845126717773,Late Payment,2,0,0
3242,High-Value,Suburban,1982.0106196592542,14,5.05608628907485,31,7.515779422831328,Default,0,0,1
3243,High-Value,Rural,1623.3200920069455,104,1.116790035852153,4,23.83223332605594,Paid on Time,0,1,0
3244,Medium-Value,Urban,1521.7259584833132,16,7.934727513768671,11,21.17255303777775,Late Payment,0,0,0
3245,Medium-Value,Suburban,1608.7151891772344,22,1.3690421982530423,2,20.693316533634334,Late Payment,0,1,0
3246,Low-Value,Suburban,1940.953460065611,65,8.463857436303094,16,14.767914537688906,Late Payment,0,0,0
3247,Low-Value,Suburban,1189.2257086310867,69,5.868968692732571,31,22.630747167421184,Default,1,0,1
3248,Low-Value,Rural,518.463367065435,92,5.750372721020653,48,1.3920660830124918,Late Payment,2,0,0
3249,Medium-Value,Rural,1738.1983174311542,26,7.341207649958794,39,9.862610486797236,Late Payment,0,0,0
3250,High-Value,Rural,1511.1883859627712,36,8.736035793881188,43,20.69498645089062,Paid on Time,0,0,0
3251,High-Value,Urban,887.1857934349289,48,9.483815318316978,44,29.6315673036932,Default,1,0,1
3252,Low-Value,Rural,999.7820472918281,63,5.890328985195864,4,1.0729158914440027,Paid on Time,1,0,0
3253,Low-Value,Urban,881.3795571098512,33,2.3559240879002643,48,15.789195685977528,Late Payment,1,1,0
3254,Low-Value,Suburban,1866.8901044351078,17,8.907678335557065,28,27.791256442073706,Default,0,0,1
3255,Low-Value,Suburban,752.7100618467589,63,1.3660481653310343,16,26.04264215968354,Late Payment,1,1,0
3256,Medium-Value,Urban,1930.6201294467278,105,8.266034536478273,39,1.670949647878221,Late Payment,0,0,0
3257,High-Value,Rural,1829.5163653825048,73,7.123794637830833,25,16.35718569316987,Default,0,0,1
3258,Low-Value,Urban,1297.9901702715295,101,9.142548466806515,13,1.1243259410910733,Paid on Time,1,0,0
3259,Medium-Value,Suburban,1201.6613688901418,43,9.077168352227021,5,23.89767349873889,Default,1,0,1
3260,Low-Value,Suburban,803.1696321329447,16,1.4783867689337171,30,9.957370420591028,Default,1,1,1
3261,Low-Value,Urban,134.84293912023477,58,6.485017664581049,1,23.202129195543368,Paid on Time,2,0,0
3262,High-Value,Rural,342.48405385173123,12,2.122043096513816,5,28.399006909403585,Default,2,1,1
3263,Low-Value,Rural,1533.0395143641424,51,1.7062175056964926,14,29.306466570499303,Paid on Time,0,1,0
3264,High-Value,Urban,995.926240517514,59,5.034494312476575,11,26.929224245466045,Paid on Time,1,0,0
3265,High-Value,Urban,384.6924549571394,111,1.878377858638666,34,6.920160142074019,Default,2,1,1
3266,High-Value,Rural,601.5256228505548,41,7.551121448013335,29,6.643404927911909,Default,2,0,1
3267,Medium-Value,Suburban,1900.8901097092994,90,9.720466394568398,18,19.147632553700603,Paid on Time,0,0,0
3268,Medium-Value,Urban,797.5523870895037,63,6.1262466200478345,15,16.777556785191297,Paid on Time,1,0,0
3269,High-Value,Rural,1824.5956959163916,116,3.116519826055179,46,1.2765036262391165,Paid on Time,0,1,0
3270,Low-Value,Rural,678.8080813577958,65,8.58885752372856,25,12.360093183388546,Paid on Time,2,0,0
